# Joint metrics table generated from MetricsOutput.tsv files parsed with file_parser.py / Parse_section_tsv.
# WORKFLOW_TYPE and WORKFLOW_VERSION identify whether each row came from DRAGEN or LocalApp.
# RECORD_TYPE identifies DNA_SAMPLE, RNA_SAMPLE, LOWER_THRESHOLD, or UPPER_THRESHOLD rows.
# DNA-specific metric columns use the DNA_ prefix. RNA-specific metric columns use the RNA_ prefix. Metadata columns do not use DNA_ or RNA_ prefixes.
# Interpret metrics cautiously when multiple workflows contribute data because similarly named metrics can be generated or formatted differently across workflows.
SAMPLE_ID	RUN	WORKFLOW_TYPE	WORKFLOW_VERSION	RECORD_TYPE	COMPLETED_ALL_STEPS	FAILED_STEPS	PCT_PF_READS	PCT_Q30_R1	PCT_Q30_R2	STEPS_NOT_EXECUTED	DNA_ALLELE_DOSAGE_RATIO	DNA_CONTAMINATION_P_VALUE	DNA_CONTAMINATION_SCORE	DNA_COVERAGE_MAD	DNA_EXCESSIVE_TF	DNA_GENE_SCALED_MAD	DNA_MEAN_FAMILY_SIZE	DNA_MEAN_TARGET_COVERAGE	DNA_MEDIAN_BIN_COUNT_CNV_TARGET	DNA_MEDIAN_EXON_COVERAGE	DNA_MEDIAN_INSERT_SIZE	DNA_MEDIAN_TARGET_COVERAGE	DNA_MEDIAN_TARGET_HRD_COVERAGE	DNA_PCT_ALIGNED_READS	DNA_PCT_CHIMERIC_READS	DNA_PCT_CONTAMINATION_EST	DNA_PCT_EXON_100X	DNA_PCT_EXON_50X	DNA_PCT_PF_UQ_READS	DNA_PCT_Q30_BASES	DNA_PCT_READ_ENRICHMENT	DNA_PCT_SOFT_CLIPPED_BASES	DNA_PCT_TARGET_0_4X_MEAN	DNA_PCT_TARGET_100X	DNA_PCT_TARGET_250X	DNA_PCT_TARGET_50X	DNA_PCT_TARGET_HRD_50X	DNA_PCT_USABLE_UMI_READS	DNA_TOTAL_PF_READS	DNA_USABLE_MSI_SITES	RNA_GENE_ABOVE_MEDIAN_CUTOFF	RNA_GENE_MEDIAN_COVERAGE	RNA_MEDIAN_CV_GENE_500X	RNA_MEDIAN_INSERT_SIZE	RNA_PCT_CHIMERIC_READS	RNA_PCT_ON_TARGET_READS	RNA_PCT_Q30_BASES	RNA_PCT_SOFT_CLIPPED_BASES	RNA_SCALED_MEDIAN_GENE_COVERAGE	RNA_TOTAL_ON_TARGET_READS	RNA_TOTAL_PF_READS
TVD0038	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0040	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0042	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0044	250425_A02134_0083_BHYHMWDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
LSL_Guideline	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	LOWER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	0.000	0	0.000	NA	NA	NA	NA	1.0	150	70	NA	NA	NA	NA	NA	NA	90.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	0.00	80	NA	NA	NA	NA	NA	9000000	NA
USL_Guideline	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	UPPER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	0.049	3106	0.210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.00	NA	NA	NA	NA	NA	NA	NA	NA
IPD1800-D01-M01-A18_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	1.000	944	0.141	NA	NA	2.3	231.0	3.6	233	81	222.0	NA	98.0	0.80	1.6	95.1	98.4	100.0	NA	81.6	NA	93.6	92.6	38.8	NA	NA	99.9	36931910	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1800-R03-M01-A18_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.73	106	0.16	93.3	NA	NA	4733.5	24764367	26550966
IPD1802-D01-P01-A09_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	1.000	709	0.122	NA	NA	3.7	377.0	5.2	360	87	347.0	NA	96.9	0.95	1.6	98.0	99.2	100.0	NA	77.6	NA	93.2	96.7	76.8	NA	NA	99.9	99500512	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1802-R03-P01-A09_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.76	109	0.13	94.5	NA	NA	5180.2	25069588	26523678
IPD1813-D01-d01-A06_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	0.999	681	0.108	NA	NA	3.9	535.6	7.6	554	96	524.0	NA	98.1	0.29	2.3	98.6	99.2	100.0	NA	79.0	NA	94.1	97.6	92.0	NA	NA	99.9	136256206	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1813-R03-d01-A06_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.24	112	0.17	93.9	NA	NA	5356.2	28181494	30002226
IPD1815-D01-P01-A15_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	1.000	117	0.074	NA	NA	3.0	571.4	8.1	609	102	593.0	NA	95.9	0.12	0.4	98.4	99.0	100.0	NA	77.5	NA	94.5	97.5	93.8	NA	NA	99.9	108773788	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1815-R03-P01-A15_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.16	128	0.16	93.1	NA	NA	5753.2	27924825	30001658
IPD1816-D01-P01-A23_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	1.000	1126	0.086	NA	NA	5.3	239.7	4.4	252	71	244.0	NA	97.7	2.12	1.2	96.4	98.8	100.0	NA	73.9	NA	96.0	95.7	46.9	NA	NA	99.9	115907962	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1816-R03-P01-A23_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.19	91	0.14	94.2	NA	NA	4582.8	25508391	27087712
IPD1817-R03-X01-A08_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.21	98	0.15	96.6	NA	NA	5040.0	26873953	27806526
IPD1820-D01-M01-A24_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	0.994	717	0.125	NA	NA	4.3	674.5	9.2	671	108	654.0	NA	97.6	0.35	2.2	98.6	99.2	100.0	NA	77.4	NA	94.6	98.0	95.1	NA	NA	99.9	180338338	110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1822-D01-P01-A03_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	1.000	461	0.101	NA	NA	5.3	394.9	5.5	366	81	345.0	NA	97.5	1.17	0.7	97.4	99.1	100.0	NA	79.4	NA	91.3	96.5	74.4	NA	NA	99.9	153228866	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1823-D01-P01-A09_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	1.000	123	0.136	NA	NA	1.9	451.1	5.7	452	106	436.0	NA	97.5	0.14	0.8	97.5	98.6	100.0	NA	80.4	NA	91.6	96.1	84.2	NA	NA	99.9	48230530	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1825-D01-P01-A09_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	1.000	241	0.134	NA	NA	2.7	473.4	6.0	446	95	420.0	NA	96.0	0.68	0.7	98.1	99.1	100.0	NA	79.6	NA	91.0	97.1	83.2	NA	NA	99.9	82439880	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1826-D01-d01-A18_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	0.905	5775	0.258	NA	NA	2.8	689.0	8.4	634	103	611.0	NA	97.9	0.53	3.0	98.4	99.1	100.0	NA	79.5	NA	86.5	97.4	88.9	NA	NA	99.9	115859320	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1826-R03-d01-A18_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.26	112	0.20	93.6	NA	NA	5815.7	28063579	29998298
IPD1832-D01-P01-A19_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	1.000	69	0.085	NA	NA	4.4	459.4	6.6	467	89	447.0	NA	97.5	0.44	0.5	98.3	99.1	100.0	NA	81.8	NA	93.4	97.3	87.3	NA	NA	99.9	134485034	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1832-R03-P01-A19_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.75	105	0.14	94.2	NA	NA	5042.9	25695157	27290078
IPD1834-D01-P01-A08_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	0.000	4217	0.131	NA	NA	3.4	494.1	6.4	492	106	465.0	NA	96.1	0.61	6.5	98.3	99.1	100.0	NA	74.0	NA	92.6	97.3	87.0	NA	NA	99.9	108339700	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1837-D01-P01-A08_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	1.000	580	0.109	NA	NA	10.6	123.8	2.3	127	71	127.0	NA	97.9	0.85	2.0	77.7	96.7	100.0	NA	81.9	NA	96.1	77.5	0.1	NA	NA	99.9	108975182	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1837-R03-P01-A08_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.32	90	0.22	91.5	NA	NA	1277.9	10873553	11885872
IPD1839-D01-P01-A23_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	1.000	100	0.066	NA	NA	3.6	538.2	7.5	555	99	535.0	NA	97.3	0.67	0.4	98.6	99.2	100.0	NA	79.4	NA	94.8	98.0	93.0	NA	NA	99.9	124023412	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1839-R03-P01-A23_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.86	107	0.14	94.6	NA	NA	4287.0	21870943	23123860
IPD1840-R03-R01-A07_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.73	117	0.12	94.3	NA	NA	4574.1	22706119	24082456
IPD1841-R03-X01-A09_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.78	105	0.14	93.4	NA	NA	4622.4	23120061	24766604
IPD1843-R03-P01-A04_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.00	109	0.12	94.7	NA	NA	5672.9	27510301	29053404
IPD1854-D01-P01-A05_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	1.000	515	0.144	NA	NA	3.1	549.3	7.3	530	95	494.0	NA	97.5	0.61	2.1	97.7	99.0	100.0	NA	81.6	NA	87.5	96.6	84.1	NA	NA	99.9	108729200	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1854-R03-P01-A05_P	250425_A02134_0083_BHYHMWDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	87.2	95.1	94.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.29	116	0.18	93.7	NA	NA	5329.6	27483849	29344838
LSL_Guideline	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	LOWER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.000	NA	NA	1.0	150	70	NA	NA	NA	NA	NA	NA	90.0	NA	NA	NA	NA	NA	NA	NA	NA	50.0	NA	NA	40	NA	NA	0.00	80	NA	NA	NA	NA	NA	2500000	NA
USL_Guideline	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	UPPER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	NA	1457	NA	0	0.134	NA	NA	NA	NA	NA	NA	NA	NA	8.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA
TVD0016	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0014	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVR0017	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0018	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0020	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0022	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0024	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0026	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0028	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0030	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0032	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0034	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0036	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0038	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0040	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0042	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0044	250516_A02134_0087_BHLMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
LSL_Guideline	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	LOWER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	0.000	0	0.000	NA	NA	NA	NA	1.0	150	70	NA	NA	NA	NA	NA	NA	90.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	0.00	80	NA	NA	NA	NA	NA	9000000	NA
USL_Guideline	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	UPPER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	0.049	3106	0.210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.00	NA	NA	NA	NA	NA	NA	NA	NA
IPD0825-D01-X02-A08_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	1.000	29	0.098	NA	NA	2.7	652.4	8.0	629	109	606.0	NA	98.4	0.53	0.4	98.6	99.2	100.0	NA	79.8	NA	93.2	98.0	93.8	NA	NA	99.9	101071234	107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD0825-R03-X02-A08_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.71	130	0.17	94.2	NA	NA	4989.7	24953641	26497720
IPD1529-D01-d02-AXX_P	250516_A02134_0087_BHLMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	86.6	94.8	94.2	NA	NA	0.000	10884	0.128	NA	NA	1.8	844.7	9.6	805	119	777.0	NA	98.6	0.43	6.4	98.6	99.2	100.0	NA	76.7	NA	91.4	98.2	95.0	NA	NA	99.9	85271080	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
